col_8,col_7,col_11,col_15,col_12,col_13,col_0,col_2,col_6,col_10,col_1,col_9,col_5,col_17,col_4,col_14,col_16,col_3
2,2,0,0,1,0,1,1,1,1,2,0,0,1,2,0,0,1
0,2,2,0,1,0,0,0,2,2,0,2,1,2,2,1,2,0
2,1,0,1,1,0,2,0,0,2,0,0,2,2,3,1,2,1
0,2,1,0,1,3,0,1,1,1,2,3,1,0,2,1,0,2
0,1,2,0,1,0,2,0,0,2,2,2,0,2,3,1,0,2
2,1,1,0,1,0,2,0,1,1,2,0,2,2,3,1,0,1
0,1,2,0,1,0,2,0,3,2,0,1,1,0,0,0,2,0
2,1,1,0,1,0,0,0,3,1,2,0,2,2,1,1,0,1
2,1,0,0,1,0,1,0,3,2,2,0,0,2,2,0,1,1
2,1,2,0,0,0,2,1,3,0,0,0,1,1,0,0,0,1
2,1,1,0,1,0,0,2,2,0,0,0,1,2,2,1,1,1
0,1,0,0,1,0,0,1,1,1,2,3,0,1,0,0,0,0
0,1,3,0,1,0,2,0,1,2,2,3,2,2,2,1,0,0
0,1,3,0,0,0,2,0,1,2,2,3,0,2,2,0,0,1
2,1,0,0,0,0,0,1,2,2,1,3,0,1,2,0,2,2
2,2,0,0,0,0,1,0,3,2,0,0,0,1,2,0,2,1
2,1,1,1,1,0,0,0,0,0,0,0,1,2,2,1,2,1
0,1,3,0,1,0,2,1,2,1,2,2,2,1,2,1,0,2
0,1,2,0,1,0,2,0,0,0,0,3,1,0,2,1,1,0
2,2,3,1,1,0,2,0,0,0,2,0,2,2,2,1,1,1
0,1,1,1,1,0,2,0,0,2,2,2,0,0,2,1,1,0
2,2,0,0,1,0,2,2,3,0,0,1,0,2,3,0,2,2
0,2,0,0,1,0,2,1,1,2,2,3,2,2,0,1,2,2
2,1,3,0,0,0,2,0,1,1,2,0,0,1,2,0,0,1
0,1,2,0,1,0,0,0,1,2,2,3,0,0,2,1,0,2
2,2,2,1,1,0,2,0,0,0,2,0,1,2,2,1,0,1
2,2,1,0,1,3,2,0,1,1,2,0,1,2,2,1,0,1
1,1,3,0,0,0,0,0,2,0,0,3,1,2,1,0,2,0
0,1,0,0,0,0,1,0,0,2,0,3,2,2,2,0,2,2
2,1,0,0,1,0,0,0,1,1,0,1,2,1,2,1,2,0
2,1,3,0,0,0,1,0,2,0,0,0,1,1,2,0,2,1
0,1,0,0,0,0,0,1,2,2,1,3,0,2,2,0,2,2
2,1,1,0,1,0,1,1,2,0,2,0,0,2,2,1,0,1
2,2,2,0,1,0,1,0,2,2,0,0,1,1,2,1,2,1
2,1,0,0,0,0,1,1,0,1,0,0,0,2,2,0,1,1
0,1,3,0,0,0,1,0,1,0,1,2,0,0,2,0,2,2
2,2,2,0,1,0,1,0,2,1,0,3,1,2,2,1,1,1
2,1,3,0,0,0,0,1,3,0,1,1,2,1,2,1,1,1
0,2,1,0,1,3,1,0,1,0,0,3,1,2,2,1,1,2
0,1,1,0,1,0,1,1,3,1,2,3,2,2,2,1,0,2
2,0,2,0,1,0,0,2,2,1,0,0,1,2,2,1,1,0
0,1,3,0,1,0,0,2,2,0,1,3,0,0,2,1,2,0
2,1,3,1,0,0,1,0,2,0,0,0,0,2,2,0,2,2
0,1,2,0,1,0,1,0,2,2,0,3,1,0,2,1,2,1
2,1,1,1,1,0,2,0,2,1,2,0,2,1,0,1,0,1
2,1,0,0,1,0,0,0,2,1,2,0,0,2,2,1,0,1
2,2,2,0,1,3,1,1,2,1,2,0,2,2,2,1,0,1
1,2,1,0,1,3,0,1,1,2,2,3,0,2,1,0,0,2
2,2,2,0,1,0,0,2,3,0,1,0,1,1,2,1,0,1
0,1,0,1,1,0,1,2,2,2,2,3,2,0,2,1,0,2
0,2,0,0,1,3,0,1,2,2,1,3,2,2,2,1,0,2
2,1,2,0,1,0,1,2,1,0,2,0,1,2,2,1,0,1
2,1,2,0,1,0,0,2,1,2,1,0,1,1,2,1,2,1
0,1,3,0,1,0,0,1,2,1,2,0,0,2,2,1,2,1
0,1,0,1,0,0,0,0,0,2,1,2,0,0,2,0,1,1
2,1,3,1,0,0,2,0,2,2,0,0,2,2,2,0,1,2
0,0,2,0,1,0,0,0,1,0,1,3,1,2,2,1,0,1
0,2,3,0,0,0,0,1,0,0,1,3,1,0,2,0,2,1
2,1,3,0,1,0,0,1,1,2,2,0,0,2,2,1,0,2
0,2,1,0,0,3,1,0,1,1,0,3,1,2,2,1,2,0
2,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,2,1
2,1,3,0,0,0,0,1,2,1,0,0,1,2,1,0,2,1
0,1,1,0,1,0,2,0,2,1,2,3,1,0,2,1,0,0
1,3,2,0,1,0,0,0,2,1,0,3,1,0,2,1,1,1
2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,2,1
0,1,2,0,1,0,1,1,1,2,2,1,0,0,2,1,0,0
2,1,2,1,1,0,0,1,2,0,2,0,1,2,2,1,0,1
2,2,0,1,0,0,1,1,2,2,0,1,2,1,2,0,2,2
2,2,2,1,1,3,1,0,2,0,2,3,0,1,2,1,0,1
2,1,2,0,1,0,2,0,1,0,2,0,1,2,2,1,0,1
2,2,3,0,1,3,1,0,2,2,2,0,2,2,2,0,0,2
2,1,0,0,0,0,1,0,1,1,0,0,0,2,2,0,0,1
0,1,3,0,1,0,2,2,2,1,2,3,2,0,2,1,0,0
1,2,1,0,1,3,2,0,1,0,2,3,0,2,0,1,0,0
0,1,2,0,1,0,0,2,1,1,0,3,1,0,2,1,1,1
2,1,1,0,1,0,0,0,2,1,0,0,0,2,2,1,1,1
0,1,2,0,1,0,1,1,0,2,2,1,1,0,2,1,2,0
0,2,0,1,1,0,2,1,2,2,2,3,2,2,2,1,0,0
2,1,3,0,1,0,2,0,1,1,2,0,2,1,3,1,0,0
2,1,2,1,1,0,0,1,2,2,1,1,0,2,2,1,0,2
0,1,0,0,0,0,1,0,3,1,0,3,0,2,2,0,1,2
2,2,1,0,0,0,0,0,2,2,0,3,0,2,1,0,0,0
0,2,3,0,1,0,1,0,1,1,2,3,2,2,2,1,0,1
2,1,1,0,1,0,0,0,3,2,0,1,0,2,2,1,1,1
2,2,3,0,1,0,1,0,0,1,2,0,1,1,2,0,0,1
2,1,2,0,1,0,0,0,1,0,2,0,1,2,0,1,0,1
0,1,2,0,1,0,0,2,1,0,2,1,1,2,2,1,0,1
2,1,0,0,1,0,0,1,1,2,2,0,2,2,1,1,0,1
2,2,2,0,1,0,1,0,3,0,2,0,1,1,2,1,0,1
2,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,1,2
2,1,2,0,1,0,1,0,3,0,1,0,1,1,0,1,0,0
2,2,0,1,1,0,1,1,2,1,2,0,0,2,2,1,0,1
2,1,0,0,0,0,1,1,1,1,1,3,0,2,0,0,0,2
2,1,0,0,0,0,2,1,0,1,1,0,2,2,2,0,1,1
2,2,1,0,1,3,1,0,2,1,2,0,1,2,2,1,0,1
2,1,2,0,1,0,1,1,1,2,2,0,0,2,2,1,0,1
1,1,2,0,1,0,0,1,3,0,1,3,1,2,2,1,0,1
2,1,3,1,1,0,0,2,2,1,0,3,2,1,0,1,2,1
2,1,2,0,2,0,0,0,2,0,1,0,0,2,2,2,2,1
2,2,1,0,0,3,1,1,1,1,0,0,2,2,2,0,2,1
2,1,1,0,0,0,1,0,3,0,0,1,0,2,2,0,2,2
2,1,2,0,1,0,1,1,1,0,0,0,1,2,1,1,1,1
0,1,2,0,1,0,0,1,2,2,2,3,1,2,2,1,2,2
0,1,3,0,0,0,1,1,2,1,1,3,2,1,2,0,0,0
2,1,0,0,0,0,0,0,1,2,0,0,0,2,3,0,2,1
2,2,1,0,1,0,0,0,1,0,0,1,0,1,2,1,2,1
2,1,2,0,1,0,2,1,1,0,2,0,0,1,0,1,0,1
2,1,3,0,1,0,1,0,3,1,2,0,0,2,2,1,0,2
2,2,1,0,1,0,1,0,2,1,0,0,0,2,2,1,1,1
1,2,1,0,1,3,0,0,1,0,2,3,0,2,2,1,2,2
2,1,2,1,1,0,0,2,3,2,1,1,1,1,2,1,2,2
0,1,2,0,1,0,2,0,1,2,2,1,0,0,2,1,0,0
2,1,1,0,1,0,0,1,2,0,2,0,0,1,1,1,0,0
2,1,2,0,1,0,1,0,3,2,0,0,1,1,2,1,2,1
2,1,2,0,1,0,1,0,1,0,2,0,1,2,2,1,0,1
2,1,2,0,1,0,1,1,2,0,2,0,0,1,2,1,2,1
0,1,2,1,1,0,0,0,0,1,0,3,1,0,2,1,1,1
0,2,2,0,1,0,1,1,1,0,2,2,1,0,3,1,0,0
2,1,1,0,1,0,1,1,2,2,2,0,1,1,2,1,0,0
2,1,0,0,1,0,0,1,0,1,2,0,0,1,2,0,0,1
0,1,2,0,1,0,1,0,1,0,2,2,1,1,2,1,0,0
0,2,1,1,1,3,1,0,0,0,0,3,1,0,2,1,1,2
2,1,3,0,1,0,0,0,2,0,0,0,0,1,2,0,2,2
2,1,2,1,1,0,1,0,0,1,0,1,1,2,1,1,1,2
1,2,1,0,1,3,0,0,1,2,2,3,1,2,1,1,2,2
0,1,3,0,1,0,1,0,2,2,2,3,2,2,2,1,0,1
2,1,3,0,1,0,1,0,2,1,0,0,2,2,2,1,2,1
0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,2,0
2,2,2,0,0,3,1,1,0,2,0,0,2,2,2,0,2,1
2,1,2,0,1,0,0,0,2,0,2,0,1,2,1,1,0,1
2,2,3,0,0,0,0,1,1,1,0,0,1,2,1,0,0,1
2,2,3,1,2,3,0,0,0,0,1,0,1,1,2,2,2,0
2,1,1,0,1,0,2,2,2,0,0,0,2,1,3,1,1,0
2,2,2,1,2,3,0,0,2,2,1,0,0,2,2,2,2,1
2,1,0,0,0,0,1,0,2,0,0,0,0,1,2,0,1,1
0,2,1,0,1,3,0,0,3,1,0,3,1,2,2,1,0,2
0,1,3,0,1,0,0,0,2,1,2,3,2,2,2,1,0,1
0,1,3,0,0,0,1,1,1,2,2,3,2,0,2,1,0,2
2,2,1,0,1,3,1,0,3,0,2,0,0,1,2,1,0,1
2,2,3,0,1,0,0,0,1,0,2,0,1,1,2,0,0,2
0,2,1,0,0,3,2,1,2,0,0,3,1,0,2,0,1,2
2,1,2,1,1,0,1,1,0,1,2,0,1,2,2,1,2,0
2,2,2,0,1,0,1,0,1,2,0,0,1,1,2,1,2,1
2,1,2,1,1,0,0,0,2,0,2,3,1,2,1,1,0,0
2,1,2,0,2,0,1,2,2,0,0,1,1,2,1,1,0,2
0,2,1,0,1,3,0,0,1,0,0,3,1,0,2,1,1,0
2,2,1,0,1,3,0,0,1,1,2,0,1,2,2,1,0,0
2,2,1,0,1,0,0,1,2,0,2,0,0,2,2,1,0,0
2,1,2,0,1,0,0,0,0,0,2,0,0,2,1,1,2,1
0,1,2,0,2,0,0,0,1,0,1,3,1,2,2,1,0,2
1,1,0,0,1,0,1,0,2,2,0,3,2,2,2,1,0,2
2,1,3,0,1,0,1,0,1,1,0,1,0,2,2,1,1,0
0,1,2,0,0,0,1,0,2,0,0,1,1,2,2,1,0,0
0,1,2,0,1,0,1,0,3,2,2,3,0,2,2,1,0,1
2,1,0,1,1,0,0,0,0,1,0,0,0,1,2,1,1,1
2,2,0,0,0,0,1,1,2,2,0,0,2,2,2,0,2,1
2,3,2,0,0,3,1,0,2,0,0,0,0,2,2,0,2,1
2,2,2,0,2,0,0,0,3,2,1,0,0,2,2,2,2,1
2,1,2,0,0,0,1,0,3,1,0,0,2,2,2,0,0,1
2,1,0,0,1,0,1,0,2,2,2,0,2,1,3,1,0,1
0,1,2,0,0,0,1,0,1,2,0,2,1,1,2,1,2,0
0,1,0,0,1,0,0,0,0,2,0,3,0,2,1,1,2,1
0,1,2,0,2,0,0,0,3,2,2,1,0,2,2,2,2,0
0,2,1,0,1,0,1,0,1,0,2,2,0,0,2,1,0,0
0,1,2,0,1,0,2,1,2,0,2,3,1,1,2,1,0,1
2,1,2,0,1,0,0,0,3,2,0,0,1,1,2,1,2,1
2,1,0,0,1,0,0,0,2,0,0,3,0,1,2,1,2,2
0,2,0,0,0,0,1,0,1,2,0,3,2,2,2,0,2,1
0,1,2,0,1,0,0,0,3,0,2,3,1,0,2,1,0,1
0,2,1,1,0,0,0,1,0,1,1,3,2,0,2,0,0,2
0,2,1,1,1,3,0,1,0,0,1,2,1,2,2,1,1,0
2,1,2,0,1,0,0,0,2,1,0,0,1,2,0,1,1,1
0,3,2,0,1,0,1,0,1,2,0,3,1,0,2,1,2,1
2,1,0,0,1,0,0,0,2,2,2,0,2,2,2,1,0,1
1,2,2,0,1,0,0,1,1,0,2,3,1,2,2,1,0,1
2,1,2,0,1,0,1,1,3,0,2,0,0,2,2,1,0,1
2,1,1,0,0,0,1,0,2,0,0,0,0,1,2,0,2,1
0,2,2,0,2,0,0,1,1,1,1,3,2,2,2,2,0,0
2,3,1,0,1,3,1,0,1,1,2,0,1,1,2,1,0,1
0,0,1,0,1,0,1,1,2,1,2,3,2,0,2,0,2,2
0,1,0,0,1,0,2,1,2,1,2,2,0,0,0,1,0,0
2,1,0,0,0,0,1,1,3,0,0,0,0,2,2,0,1,1
2,1,0,0,1,0,1,1,2,1,2,3,2,2,2,0,0,2
2,2,1,0,1,3,0,1,3,2,2,0,1,1,0,1,2,1
2,2,2,0,0,3,2,0,2,2,0,0,1,1,0,0,2,1
0,1,1,1,1,0,0,0,2,1,0,1,2,0,2,0,2,1
1,1,0,0,1,0,0,1,2,1,1,3,0,2,2,0,0,2
0,1,0,0,1,0,2,0,3,1,2,3,0,0,2,1,0,0
1,1,3,0,0,0,1,1,1,2,1,3,0,0,2,0,0,2
0,0,0,0,1,0,0,0,2,0,0,3,0,2,2,1,1,2
2,0,1,0,0,0,0,1,1,1,1,0,2,2,2,0,0,1
2,2,1,1,1,3,1,0,0,0,2,0,0,1,2,1,0,1
2,1,3,0,1,0,0,1,2,1,1,0,2,2,2,0,0,1
2,2,1,0,1,3,0,1,2,0,2,0,1,1,1,1,0,1
0,1,2,0,2,0,0,1,3,2,1,3,0,0,2,2,1,1
2,2,1,1,0,3,1,1,0,0,1,1,0,1,2,0,0,1
2,3,0,0,0,0,1,1,2,1,0,0,0,2,2,0,1,1
0,1,0,0,1,0,0,0,1,2,0,3,0,2,1,1,2,1
2,2,0,1,1,0,0,0,3,2,2,0,2,1,2,1,0,1
2,3,0,0,0,0,1,1,2,2,1,0,0,1,3,0,2,1
0,1,2,0,1,0,2,0,3,1,2,3,2,0,0,1,0,0
2,1,2,0,1,0,2,0,1,0,2,0,1,1,2,1,0,1
0,1,2,0,1,0,1,1,0,0,2,3,1,2,2,1,1,0
0,1,3,0,1,0,0,1,2,1,1,3,0,0,2,0,0,0
1,1,2,1,1,0,0,1,2,0,2,3,0,2,2,1,0,1
2,1,2,0,2,0,0,0,1,2,1,0,0,2,2,2,2,1
2,2,2,0,1,0,0,1,0,0,2,0,1,2,2,1,0,0
0,1,1,0,1,0,2,1,1,1,2,3,2,2,2,1,0,2
2,2,0,0,0,0,1,2,2,0,0,0,0,1,2,0,2,1
0,1,2,1,1,0,1,2,2,0,2,3,1,2,2,1,1,2
2,1,3,0,1,0,0,1,0,0,2,1,0,1,2,1,0,1
2,2,2,0,1,0,0,1,0,1,1,0,1,1,2,1,1,1
2,1,0,0,1,0,0,0,2,1,2,0,0,2,2,1,0,1
0,2,2,0,0,0,1,0,1,2,0,3,1,0,2,0,2,1
2,1,1,1,0,0,1,0,2,0,0,1,0,1,2,0,2,1
2,2,1,0,1,3,0,0,3,0,0,0,1,1,2,1,1,1
0,2,3,0,1,3,0,0,2,2,2,1,1,2,2,0,0,1
2,2,2,0,1,3,1,1,1,2,2,1,0,2,2,1,0,0
2,1,2,0,1,0,0,0,2,1,0,1,1,2,0,1,1,2
2,1,2,0,2,0,0,0,2,2,1,1,0,2,2,2,2,2
2,2,1,1,1,0,0,1,0,0,2,0,0,2,2,1,2,1
1,1,2,0,1,0,0,0,0,2,2,3,1,2,2,1,2,0
2,3,2,1,1,0,0,0,0,0,2,0,1,1,2,1,0,1
2,2,0,0,1,0,0,1,2,2,2,0,2,2,2,0,0,1
2,2,3,0,1,0,0,1,1,2,2,0,2,1,2,0,0,1
0,1,2,0,0,0,1,1,1,0,0,3,1,2,2,1,1,1
2,2,2,0,1,3,0,0,1,0,0,0,0,1,0,1,1,1
1,2,0,0,1,0,2,1,1,1,2,3,0,2,2,0,0,1
2,1,0,1,1,0,0,0,2,1,2,1,0,1,2,1,0,0
2,2,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,1
2,1,1,1,1,0,1,0,0,1,0,0,0,2,2,1,1,1
2,1,2,1,0,0,1,1,0,2,0,0,2,2,2,0,2,1
0,1,2,0,1,0,0,1,2,0,2,3,1,0,2,1,0,0
2,2,0,0,1,0,0,1,2,1,1,0,2,2,2,1,1,1
1,1,0,0,0,0,1,0,3,1,0,3,0,2,2,0,1,0
2,0,2,0,1,0,0,1,2,2,2,0,0,1,2,1,0,1
2,0,2,0,1,0,1,0,3,0,0,0,1,1,2,1,0,1
2,1,3,0,1,0,0,0,2,0,0,0,2,2,2,1,1,2
2,2,2,0,1,3,0,0,2,0,0,0,0,2,0,1,2,1
2,2,1,0,1,3,2,0,3,0,2,1,0,1,2,1,0,1
2,1,0,0,1,0,2,1,1,1,2,0,0,1,2,1,0,1
2,1,2,0,1,0,0,0,0,2,0,0,1,1,2,1,2,1
2,2,2,0,1,0,2,1,2,0,2,0,0,2,0,1,2,0
2,1,0,0,1,0,2,1,2,1,2,0,0,2,2,1,0,1
0,2,2,1,1,0,0,0,0,2,0,1,1,0,2,1,2,2
2,1,2,0,1,0,2,0,0,0,2,0,1,2,2,1,0,1
2,1,2,0,1,0,1,1,3,0,2,0,1,1,2,1,0,1
0,1,3,0,1,0,2,1,3,1,2,3,2,2,2,1,2,2
1,1,2,0,1,0,1,1,1,0,2,3,1,2,2,1,0,0
0,1,2,0,1,0,1,0,2,2,0,2,0,0,2,1,1,2
2,1,1,0,0,0,1,1,0,0,0,0,0,2,2,0,2,1
2,1,2,0,1,0,0,0,1,0,2,3,1,2,3,1,0,1
2,1,3,0,0,0,1,0,2,2,0,3,1,2,2,0,0,1
2,2,3,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2
2,1,2,0,1,0,2,1,3,0,2,0,1,2,0,1,0,0
0,1,3,0,0,0,2,0,3,0,0,3,2,0,0,0,1,1
2,1,3,0,2,0,1,1,3,2,2,0,0,1,2,2,0,1
0,2,2,0,1,3,1,0,1,2,2,3,0,1,2,1,0,0
2,1,2,0,1,0,0,0,1,0,0,0,0,2,2,1,2,1
2,1,2,0,1,0,0,1,1,0,2,0,1,1,2,1,0,1
0,1,3,1,0,0,2,1,0,0,0,3,1,0,0,0,2,1
0,0,3,0,1,0,0,0,1,2,2,3,2,2,2,1,0,2
2,1,0,0,1,0,2,0,1,1,2,1,0,2,2,1,0,0
2,1,2,0,1,0,0,0,1,2,0,0,1,2,1,1,2,1
0,2,0,0,1,0,2,0,3,2,0,0,0,2,0,1,2,1
1,1,2,0,1,0,1,0,1,0,2,3,1,2,2,1,0,1
2,2,2,1,1,0,2,1,2,2,2,0,1,1,0,1,2,0
2,1,0,0,1,0,0,1,1,1,2,0,0,2,2,0,0,1
0,1,0,1,1,0,1,1,0,1,2,3,0,1,2,1,0,1
0,2,0,0,1,3,0,0,1,1,2,1,0,0,2,0,0,2
2,1,1,0,1,0,0,1,3,0,2,1,0,1,2,1,0,1
0,1,2,0,0,0,2,0,1,2,2,1,0,1,2,1,2,2
0,1,3,1,1,0,0,1,0,2,2,3,2,2,2,1,0,1
2,2,3,0,1,3,2,1,2,2,2,3,0,1,1,0,0,2
2,1,1,0,1,0,0,1,1,1,2,3,2,1,0,1,0,2
2,1,3,0,0,0,1,1,1,1,0,0,2,2,2,0,2,0
2,2,0,0,1,0,1,1,1,2,2,0,2,1,2,1,0,1
0,1,1,0,1,0,1,0,1,1,2,3,2,0,2,0,0,0
0,1,1,0,0,0,1,0,0,0,0,3,2,2,2,0,1,1
1,3,1,0,1,3,1,0,3,0,2,3,1,0,2,1,0,2
1,1,2,0,0,0,1,1,1,2,1,3,1,2,2,0,2,1
0,1,3,0,1,0,1,0,2,2,0,3,0,0,2,1,1,2
2,3,1,0,1,3,0,0,3,0,0,0,1,2,2,1,2,0
1,2,2,0,1,0,2,1,1,0,1,3,1,2,0,1,0,1
2,1,2,0,1,0,0,0,1,0,2,0,1,2,2,1,0,0
0,2,0,0,1,3,0,0,2,2,0,1,2,2,2,1,2,2
0,1,2,1,1,0,2,0,2,2,0,3,0,2,0,1,1,0
0,2,2,0,0,0,1,0,3,0,1,3,1,2,2,1,0,0
0,1,2,1,1,0,0,0,2,2,0,3,0,2,2,1,1,0
2,1,0,0,0,0,1,0,1,1,2,1,0,1,2,0,0,0
0,1,2,0,0,0,0,1,3,2,1,1,2,0,2,0,2,2
2,1,0,0,1,0,2,1,2,1,2,1,0,2,3,1,0,0
0,1,2,1,1,0,0,0,0,2,0,1,1,0,2,1,2,2
2,1,0,0,0,0,0,1,2,1,1,0,0,1,2,0,0,1
0,1,0,0,1,0,1,0,2,1,2,3,0,2,2,1,0,2
0,2,2,0,1,0,1,0,2,1,0,3,1,2,2,1,2,1
2,1,2,0,1,0,1,1,1,0,2,0,1,2,2,1,0,1
2,2,3,0,1,0,0,0,3,2,2,0,0,2,1,1,0,2
0,1,2,1,1,0,1,1,0,0,2,3,1,0,2,1,0,1
2,1,0,0,0,0,1,1,3,2,1,0,0,2,1,0,2,1
2,1,2,0,1,0,2,0,3,0,2,0,1,2,2,1,0,1
0,1,0,1,1,0,2,0,2,2,2,3,2,2,2,1,0,2
1,2,0,0,0,0,0,0,1,0,1,3,0,2,2,0,2,2
0,2,0,0,1,0,1,2,0,1,2,3,0,0,2,0,0,0
0,1,2,1,0,0,1,1,2,1,0,3,2,0,2,0,0,1
1,1,2,0,0,0,0,1,2,2,0,3,1,0,3,0,2,1
0,1,1,1,1,0,2,0,2,0,2,3,0,2,0,1,0,2
0,0,2,0,1,0,1,1,3,1,2,3,2,0,2,0,0,1
2,3,0,1,0,3,1,0,0,2,0,3,2,2,2,0,2,2
2,1,2,0,1,0,0,0,1,0,2,0,1,1,2,1,0,2
2,1,3,0,0,0,1,0,2,0,0,0,0,1,2,0,1,2
2,1,2,1,1,0,0,1,2,0,1,3,1,2,2,1,0,1
1,2,3,0,0,3,1,1,3,1,1,3,1,2,2,0,0,0
1,1,0,0,1,0,0,2,1,2,0,3,2,2,2,1,2,2
2,1,0,0,0,0,1,0,0,1,0,2,0,2,2,0,1,0
0,1,2,1,0,0,1,0,1,1,0,2,1,0,2,0,1,2
1,1,3,0,1,0,2,0,3,1,0,3,2,2,2,1,2,1
2,2,2,0,1,0,1,0,2,2,2,0,0,1,2,1,0,1
2,1,0,0,1,0,0,0,3,2,0,1,0,2,2,0,1,0
0,1,2,0,1,0,1,1,1,0,2,1,1,0,2,1,0,0
0,2,0,0,1,0,1,1,1,1,2,3,0,0,2,0,0,2
2,1,2,0,2,0,2,0,3,0,1,0,0,2,2,1,0,0
2,1,2,0,1,0,1,1,1,2,2,0,0,2,2,1,0,1
0,2,1,0,0,3,1,1,2,1,0,3,1,0,2,1,2,0
2,2,0,0,1,0,1,0,1,2,0,0,0,1,2,1,2,1
2,2,2,0,0,0,1,0,1,2,0,0,2,1,2,0,2,1
2,3,2,0,1,0,0,0,2,0,2,0,1,2,1,1,0,1
0,2,3,0,1,0,0,1,0,1,2,3,2,2,1,1,0,1
2,2,1,0,1,3,1,1,1,0,2,0,1,2,2,1,0,0
0,1,2,0,1,0,0,2,0,1,0,3,1,0,2,1,1,1
2,2,1,0,1,3,1,1,1,0,2,0,1,2,2,1,0,1
0,1,2,0,1,0,0,0,1,1,0,3,1,0,2,1,2,1
2,1,3,0,0,0,1,0,0,0,0,0,1,1,2,0,2,2
0,0,2,0,1,0,0,1,1,0,2,2,1,2,2,1,0,0
0,1,3,0,0,0,0,1,1,2,1,3,2,0,2,0,0,1
2,1,0,0,1,0,0,1,2,2,2,0,2,1,2,1,0,1
0,1,0,0,0,0,1,0,1,2,0,3,0,0,2,0,2,2
2,1,2,0,0,0,0,1,2,0,1,3,0,2,2,1,2,2
2,1,1,0,0,0,1,0,3,2,0,1,2,2,2,0,1,1
2,1,2,0,1,0,1,0,1,0,2,0,1,2,2,1,1,0
0,1,0,0,1,0,2,0,1,0,2,3,2,0,2,1,0,0
2,1,2,0,1,0,1,0,2,0,2,0,1,1,2,1,0,0
0,1,1,0,1,0,0,1,3,2,1,3,0,0,2,1,2,0
2,2,1,1,1,3,0,0,0,2,0,0,1,1,2,1,2,1
0,0,1,0,1,0,1,1,1,1,2,2,2,2,2,1,0,2
2,2,0,0,0,0,1,0,2,2,1,0,0,2,2,0,2,1
2,1,2,0,1,0,1,0,1,0,2,0,1,1,2,1,0,1
1,2,1,1,0,0,1,1,2,1,1,3,2,2,2,0,2,2
1,2,2,0,1,0,0,0,0,0,2,3,1,2,2,1,0,1
2,1,0,0,1,0,0,0,1,0,0,0,0,1,2,1,2,1
2,2,0,0,0,0,1,0,2,2,0,1,2,1,2,0,2,2
1,3,1,0,1,3,0,2,1,1,2,3,0,2,2,1,1,2
2,2,2,0,1,3,2,1,2,0,2,0,0,2,2,1,0,1
2,3,1,0,1,3,1,1,1,1,2,0,1,1,2,0,0,1
2,1,0,0,0,0,1,0,2,2,0,0,0,2,2,0,2,1
0,1,3,0,1,0,0,0,3,2,1,3,1,2,2,0,0,0
2,1,0,0,1,0,0,0,2,1,1,0,0,2,2,1,0,1
2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
2,1,0,0,1,0,0,1,1,2,2,0,2,2,2,0,1,1
2,2,2,1,0,0,1,0,0,1,2,0,2,1,2,0,0,1
0,2,2,0,1,0,2,0,1,0,2,3,1,0,1,1,0,1
2,1,2,0,1,0,2,0,2,0,2,0,1,1,2,1,0,1
2,2,0,0,0,0,1,2,1,2,0,1,0,1,2,1,2,0
0,1,2,0,1,0,0,1,1,1,1,3,1,0,3,1,1,0
2,2,3,0,1,3,1,2,2,2,2,0,0,1,2,0,0,1
1,1,2,0,1,0,0,0,2,0,2,3,1,2,2,1,0,0
2,1,0,0,0,0,1,1,2,0,0,0,0,1,2,0,2,1
0,2,0,0,0,0,1,0,3,1,0,1,0,0,2,0,0,0
0,2,3,0,1,3,0,0,3,0,0,1,1,2,2,0,2,2
2,1,2,0,0,0,1,0,1,2,2,0,0,1,2,0,0,1
2,1,2,0,0,0,1,0,1,0,0,3,1,1,2,0,0,1
2,2,3,0,0,3,1,2,0,0,0,0,1,1,2,0,1,1
2,2,0,0,1,0,1,0,1,1,2,0,0,2,2,0,0,1
2,1,0,0,2,0,2,1,0,0,0,0,0,1,1,1,2,1
2,2,0,0,0,0,1,0,2,0,0,1,0,1,2,0,2,2
2,1,1,1,1,0,1,1,0,0,2,0,0,1,2,1,0,1
2,1,2,0,2,0,0,0,0,0,1,0,1,2,2,1,2,1
2,2,2,0,1,0,2,1,1,1,2,0,2,2,2,0,0,1
1,1,0,0,1,0,0,0,2,2,0,3,0,2,0,1,2,0
0,2,1,0,1,3,0,0,2,0,0,3,1,2,1,1,1,2
2,1,3,0,1,0,0,1,3,2,2,0,2,1,2,0,0,2
2,2,1,0,1,3,2,0,1,0,2,0,0,1,2,1,0,1
0,1,2,0,0,0,1,0,1,2,0,2,1,0,2,0,2,0
2,2,0,0,1,0,1,1,2,2,2,0,2,2,2,1,0,1
1,2,0,0,0,0,1,0,2,1,0,3,2,2,2,0,1,2
0,1,0,1,1,0,1,0,2,1,2,3,0,0,2,1,0,2
