P38,PIP2,PIP3,PKA,PKC,p44/42,pakts473,pjnk,plcg,pmek,praf
35.9,13.5,17.2,294.0,16.1,31.1,50.5,1.0,26.7,31.6,67.3
7.91,22.9,17.3,311.0,3.75,11.0,28.9,8.35,16.5,15.8,39.2
13.6,63.8,26.2,392.0,2.97,27.1,33.1,57.8,20.7,24.4,68.5
47.4,196.0,25.9,1700.0,16.8,95.6,143.0,16.7,6.44,40.0,59.9
136.0,58.8,119.0,429.0,38.2,12.7,36.2,55.7,36.5,67.3,88.2
17.2,154.0,64.4,239.0,5.38,21.1,34.9,73.7,42.2,11.2,13.1
29.4,76.4,30.0,343.0,13.6,3.92,12.0,12.0,14.6,50.5,99.1
44.1,55.7,21.1,449.0,29.2,17.6,17.2,21.9,22.7,18.6,53.3
23.5,29.2,14.5,281.0,4.18,6.98,17.9,123.0,8.28,50.0,137.0
21.7,89.8,47.8,661.0,4.29,3.92,18.9,126.0,19.8,19.8,44.5
21.1,73.0,34.9,322.0,12.7,7.23,17.0,26.2,20.0,85.8,255.0
18.1,98.2,35.2,27.6,5.57,3.0,6.04,7.43,31.3,25.0,55.2
73.0,17.2,10.8,1286.0,36.5,9.31,32.5,33.7,13.9,34.6,74.3
22.1,396.0,33.1,547.0,2.39,12.2,27.9,98.2,1.0,49.1,117.0
54.7,69.8,13.0,231.0,35.5,15.8,19.3,27.4,13.2,26.4,44.5
27.4,176.0,33.7,426.0,27.1,10.3,22.3,1.73,20.5,54.7,87.4
23.3,12.9,15.5,528.0,9.91,9.06,21.5,95.6,13.7,14.9,32.2
34.3,17.3,13.2,300.0,12.2,24.1,31.6,18.4,26.9,14.5,37.2
74.3,137.0,50.9,496.0,42.6,22.7,40.3,200.0,68.5,24.4,50.9
53.8,33.1,38.9,340.0,32.8,26.7,47.0,19.1,35.2,20.4,29.4
31.3,110.0,48.7,483.0,7.04,3.79,17.0,92.2,15.5,7.43,48.3
40.3,11.3,26.2,615.0,15.1,68.5,106.0,26.9,5.94,34.9,64.9
37.2,18.8,5.83,806.0,15.3,33.4,55.2,21.5,23.7,23.9,32.8
71.7,47.8,8.2,257.0,50.9,22.9,37.9,27.9,51.9,17.0,26.4
41.4,71.7,17.6,264.0,18.1,13.2,24.6,23.5,24.1,34.0,69.8
25.9,18.4,64.4,429.0,16.1,10.6,14.9,10.5,8.66,18.3,45.7
19.1,97.3,30.2,313.0,16.0,24.1,29.4,18.4,19.1,37.2,131.0
28.1,24.1,32.2,685.0,12.1,18.3,30.5,19.6,9.14,38.2,106.0
30.8,145.0,16.5,573.0,4.18,10.7,23.7,59.9,16.4,28.1,68.5
23.3,83.5,1.64,346.0,4.18,6.79,21.5,33.7,10.1,26.7,59.4
50.0,71.0,44.5,538.0,26.9,10.8,57.3,15.3,42.2,17.0,47.0
30.5,30.8,15.4,1625.0,21.7,37.9,105.0,19.8,9.14,35.9,56.7
15.8,31.3,45.3,835.0,4.18,36.2,60.4,90.6,21.1,12.6,28.4
14.3,66.1,60.4,599.0,3.19,2.71,21.1,90.6,28.6,19.1,35.2
30.5,257.0,75.7,956.0,10.8,7.77,29.2,11.5,17.8,24.1,47.0
56.2,15.4,9.31,1104.0,23.7,21.1,113.0,13.3,20.5,18.9,63.2
12.4,209.0,24.8,583.0,2.79,5.05,18.4,8.28,6.04,21.1,62.6
30.2,38.9,63.2,355.0,10.7,6.1,14.2,10.6,24.8,11.7,14.2
53.3,15.3,1.43,509.0,9.65,12.1,18.4,217.0,16.4,20.7,53.8
61.5,82.0,18.6,359.0,1.1,6.85,24.1,14.1,17.5,27.6,68.5
31.9,53.8,28.6,2480.0,2.97,8.66,33.4,78.4,10.5,64.4,119.0
22.3,18.6,66.7,698.0,13.3,6.79,34.0,11.1,14.9,11.1,41.8
27.4,48.7,42.9,414.0,13.9,2.59,20.9,9.91,15.0,21.7,44.9
40.0,547.0,11.2,343.0,15.3,3.68,13.7,18.3,1.0,38.9,72.3
63.8,1.11,764.0,219.0,24.6,8.66,12.7,137.0,2.89,34.6,53.3
23.7,130.0,31.3,523.0,9.47,7.57,24.6,16.3,87.4,18.9,31.9
21.1,284.0,23.1,305.0,7.1,21.1,30.5,32.5,10.8,59.4,117.0
31.6,137.0,37.5,649.0,2.33,3.08,11.5,57.3,26.9,32.8,45.3
96.5,16.7,14.2,262.0,32.5,10.1,16.7,25.7,12.9,30.0,46.6
26.4,379.0,75.0,514.0,19.5,13.2,16.5,17.8,163.0,8.9,30.5
15.4,28.9,35.9,24.4,2.79,6.26,22.9,83.5,11.1,12.0,41.8
30.5,244.0,73.7,466.0,5.28,14.9,15.3,122.0,37.5,38.2,102.0
18.1,168.0,43.3,791.0,20.0,115.0,209.0,12.4,23.7,26.2,33.1
17.5,21.3,15.5,441.0,2.35,7.77,19.1,82.8,15.7,33.4,44.1
17.9,17.8,14.1,294.0,8.28,21.9,23.7,10.7,18.9,14.9,15.3
46.6,73.7,10.8,441.0,22.3,5.94,17.9,32.8,9.65,31.3,85.8
33.7,22.5,22.5,509.0,21.1,21.9,33.1,9.22,22.7,27.1,32.5
27.6,50.0,28.4,294.0,16.1,12.1,28.9,15.0,36.2,19.3,54.7
42.6,19.8,13.7,16.8,23.5,1.73,5.67,11.5,14.3,23.7,40.0
47.0,32.2,9.47,257.0,26.9,3.34,5.42,66.1,15.5,16.5,36.5
22.1,95.6,71.7,453.0,12.3,29.4,64.9,21.3,34.3,50.0,52.8
28.4,25.9,13.7,422.0,11.2,40.7,50.0,14.5,20.4,61.5,81.3
35.2,255.0,61.5,231.0,19.3,29.7,44.5,15.1,24.8,30.0,13.5
44.1,22.9,24.1,422.0,26.9,22.5,29.2,4.26,27.4,29.4,17.5
13.0,39.6,13.1,362.0,3.43,20.2,42.6,52.8,45.7,25.9,38.2
31.9,11.9,22.1,349.0,1.36,9.56,15.0,1.0,11.4,26.2,104.0
10.4,21.9,10.0,372.0,3.34,12.0,22.3,75.7,31.3,12.1,37.2
52.8,53.8,19.3,610.0,1.0,9.91,20.0,8.9,25.0,41.0,52.3
40.0,96.5,9.65,13.3,20.2,2.76,18.6,17.0,11.8,25.5,80.6
28.1,62.6,11.7,562.0,2.27,2.39,26.2,20.5,16.3,42.2,227.0
37.5,30.0,28.6,429.0,27.9,28.9,55.7,12.5,17.2,4.45,33.4
30.2,24.1,85.8,292.0,10.6,5.73,7.04,12.1,7.77,16.0,31.9
15.3,120.0,12.6,445.0,4.74,4.78,18.8,114.0,15.4,25.3,73.7
26.7,514.0,53.8,685.0,14.3,7.99,15.3,11.5,9.56,55.7,55.2
46.1,23.3,57.8,375.0,18.4,8.9,14.3,35.2,7.37,21.9,37.5
22.7,19.5,3.52,1715.0,11.3,106.0,172.0,16.7,9.31,16.5,25.0
12.1,500.0,93.1,1055.0,2.53,47.8,88.2,87.4,8.2,33.1,70.4
80.6,400.0,110.0,567.0,31.3,9.14,13.2,106.0,23.9,20.2,31.1
25.3,20.4,26.2,385.0,14.3,6.26,8.28,14.9,9.31,14.1,47.4
37.2,4.91,15.3,284.0,21.3,10.8,17.0,11.2,17.9,49.1,86.6
31.3,113.0,25.5,1114.0,16.0,16.5,38.2,6.55,18.6,45.3,120.0
36.8,19.3,25.7,764.0,17.5,10.5,44.5,14.3,20.0,37.9,51.4
31.1,64.9,44.1,1155.0,18.1,21.5,30.8,8.98,18.3,26.2,27.6
17.6,163.0,8.74,441.0,9.91,12.7,30.5,17.6,16.5,16.8,42.2
44.1,25.5,11.5,319.0,24.6,14.7,24.6,19.8,39.6,28.4,32.2
53.8,22.1,30.0,1186.0,25.3,25.5,47.8,39.2,28.1,24.1,38.2
19.6,9.47,50.0,437.0,3.85,25.0,43.3,38.2,28.6,26.9,55.7
15.4,35.5,3.65,737.0,4.87,14.9,18.4,76.4,15.5,25.5,47.4
50.0,15.5,3.62,514.0,24.4,11.7,21.1,119.0,15.1,17.2,40.7
12.5,17.9,12.4,365.0,4.57,17.6,25.7,40.3,28.4,14.1,10.6
13.3,77.0,55.7,562.0,2.69,7.91,26.9,61.5,16.7,30.2,92.2
11.3,48.3,22.9,276.0,3.46,22.1,29.7,24.4,21.5,12.7,33.4
27.6,29.4,25.5,331.0,14.5,17.6,28.6,13.8,41.4,7.84,25.7
27.6,292.0,35.2,164.0,13.8,4.14,8.28,1.02,22.1,32.5,63.2
33.4,104.0,28.6,337.0,13.3,13.6,21.9,17.5,11.9,28.9,65.5
18.3,178.0,66.1,514.0,9.82,5.78,22.7,4.0,42.2,59.4,51.4
15.7,93.1,25.3,491.0,2.86,9.31,11.9,57.3,17.9,48.3,65.5
16.5,147.0,35.5,1275.0,5.73,69.2,110.0,16.8,18.6,20.7,13.3
35.2,75.0,33.1,737.0,13.3,6.73,23.3,12.7,14.1,39.6,114.0
26.7,276.0,112.0,743.0,15.0,40.0,56.2,20.7,46.6,65.5,141.0
93.1,34.6,19.8,610.0,1.35,20.0,35.9,8.35,23.7,19.3,43.7
77.7,8.9,10.3,308.0,46.6,12.6,26.9,44.9,15.8,14.6,3.82
18.4,17.2,18.4,311.0,8.2,28.6,43.3,5.28,21.3,80.6,93.1
59.9,28.6,19.3,1472.0,29.7,9.73,39.2,22.7,22.3,28.1,50.0
28.9,85.8,29.7,248.0,16.3,1.0,3.16,19.6,20.9,17.0,89.8
25.9,22.1,20.0,379.0,12.7,20.9,27.9,3.4,21.3,15.1,17.2
31.1,78.4,43.7,483.0,11.1,11.5,12.6,9.06,23.3,26.7,43.7
27.9,9.91,22.3,491.0,8.51,10.8,16.3,16.4,4.37,15.5,19.1
25.9,11.4,44.5,28.4,15.8,4.53,13.3,20.7,32.2,60.4,195.0
38.5,56.2,16.7,407.0,15.5,10.0,16.3,11.1,12.0,33.7,88.2
27.6,146.0,19.3,325.0,14.1,19.1,37.2,16.1,22.3,37.2,92.2
24.6,552.0,76.4,365.0,13.6,16.5,27.4,16.1,19.3,11.9,39.6
12.6,349.0,38.9,355.0,8.58,11.5,19.3,23.5,9.31,36.5,93.1
17.5,149.0,25.0,355.0,4.74,18.9,39.6,67.3,14.5,4.1,18.3
31.9,106.0,36.5,1046.0,15.0,57.3,93.1,11.4,10.8,22.7,63.2
23.1,316.0,24.6,828.0,12.3,15.0,31.3,11.8,2.21,13.8,43.7
38.5,85.8,31.3,305.0,23.5,16.5,26.9,8.9,21.1,17.0,8.2
20.7,365.0,17.8,1700.0,10.3,14.1,52.8,13.9,1.35,17.0,26.7
53.3,60.4,41.8,1219.0,8.58,31.6,51.9,12.5,49.1,28.1,50.5
12.1,15.8,14.3,349.0,3.46,13.5,21.5,62.1,5.14,34.6,84.3
12.6,12.9,23.1,1794.0,4.18,40.7,93.1,93.1,20.9,24.1,62.6
32.5,39.2,8.9,2458.0,14.1,100.0,233.0,14.5,15.4,21.7,63.8
34.3,48.3,42.6,557.0,8.2,8.98,14.9,165.0,8.66,21.7,43.3
32.8,93.1,22.1,478.0,20.5,8.9,19.8,14.2,7.57,25.5,79.1
31.9,28.4,55.7,828.0,18.9,1.22,14.7,10.1,23.5,15.0,10.8
25.9,328.0,35.2,253.0,16.7,12.3,22.9,10.6,30.0,22.1,78.4
24.1,105.0,21.5,392.0,15.8,22.9,31.9,11.1,18.1,49.1,90.6
13.5,161.0,44.5,770.0,4.03,17.8,25.9,26.7,12.9,389.0,552.0
85.8,120.0,22.9,717.0,45.7,23.5,50.5,39.6,61.0,24.6,40.7
23.3,175.0,22.3,319.0,3.65,12.7,31.1,55.7,17.3,12.7,60.4
8.43,22.3,4.22,382.0,3.52,25.3,38.9,71.7,17.5,21.1,50.5
36.8,14.3,10.3,843.0,23.1,15.1,29.2,15.1,26.7,38.9,117.0
36.2,82.0,23.7,1346.0,21.7,10.6,20.5,16.4,12.6,21.7,61.0
29.2,32.2,37.2,334.0,11.4,4.0,17.0,70.4,14.5,42.2,92.2
44.1,126.0,24.1,594.0,18.9,15.5,26.2,22.7,7.43,9.31,11.0
23.9,179.0,47.0,331.0,4.18,29.2,43.3,93.9,29.7,86.6,170.0
40.0,229.0,36.5,939.0,16.8,36.2,127.0,14.9,11.7,21.9,54.2
41.4,91.4,53.8,552.0,4.96,14.7,28.4,292.0,40.7,23.5,18.1
57.3,215.0,83.5,538.0,27.6,7.23,17.6,20.4,41.4,21.7,34.9
25.9,45.7,11.9,730.0,17.2,17.5,30.0,17.9,15.8,164.0,179.0
15.0,107.0,67.9,316.0,2.05,17.6,31.1,71.7,34.0,48.7,83.5
21.7,79.9,26.9,523.0,5.47,4.0,58.8,54.7,54.2,31.6,89.0
29.4,22.3,11.2,1946.0,15.7,34.9,63.8,9.91,5.67,37.9,58.8
39.6,12.2,6.04,470.0,24.8,14.9,28.9,30.8,14.1,11.4,31.9
32.8,58.3,47.4,457.0,10.2,5.38,31.6,22.1,29.2,19.5,46.6
14.6,32.2,14.7,244.0,6.79,14.6,28.4,66.1,17.6,10.6,37.9
111.0,13.6,28.6,302.0,58.3,2.25,23.1,170.0,13.3,20.0,73.0
49.6,75.7,77.0,1794.0,15.4,24.1,106.0,200.0,31.9,17.9,42.2
20.4,110.0,40.7,359.0,12.0,24.4,27.4,6.98,24.8,57.3,87.4
38.5,244.0,70.4,470.0,19.6,10.4,16.8,19.6,21.1,17.0,41.0
49.6,22.9,3.19,115.0,32.2,3.96,12.4,18.8,22.1,35.2,50.9
10.1,29.4,26.9,698.0,4.74,5.19,10.8,69.8,17.8,19.3,10.8
22.7,21.7,18.6,400.0,13.5,11.0,33.1,14.6,20.7,48.7,77.7
27.9,35.5,50.9,1625.0,17.6,126.0,276.0,17.9,22.1,30.5,74.3
26.7,114.0,26.7,956.0,12.4,53.3,84.3,15.0,11.2,55.7,40.7
25.5,25.7,37.5,562.0,10.1,3.55,12.4,26.7,12.6,20.4,77.0
33.1,89.0,1.64,414.0,21.3,8.2,21.9,23.1,13.0,5.42,14.3
170.0,43.3,12.5,403.0,93.9,20.9,35.9,40.0,15.0,33.7,51.9
69.2,18.9,54.7,1334.0,28.9,44.9,102.0,47.0,9.14,24.1,33.4
31.1,457.0,37.2,389.0,20.0,6.55,19.8,11.5,2.84,46.6,75.0
30.8,31.3,7.04,791.0,8.51,49.6,81.3,155.0,34.3,11.4,1.61
27.6,253.0,23.1,334.0,3.4,9.47,26.2,79.1,6.44,21.5,53.3
38.9,32.5,64.4,207.0,26.4,3.02,27.9,11.8,16.8,32.2,85.1
19.3,56.7,38.2,717.0,9.73,29.4,60.4,14.7,25.3,28.6,50.9
33.7,93.9,26.7,615.0,16.1,5.57,14.9,17.5,33.4,22.9,25.9
14.3,325.0,239.0,403.0,10.6,12.9,24.6,12.2,53.3,62.1,85.8
17.2,96.5,33.1,588.0,4.7,25.5,46.6,28.4,72.3,37.5,94.7
27.6,63.8,35.2,81.3,15.5,6.15,16.4,15.7,24.4,18.4,40.0
76.4,90.6,41.0,396.0,2.0,16.1,25.9,14.3,35.2,46.1,77.0
36.2,204.0,66.1,239.0,1.32,20.0,29.2,1.79,40.7,22.5,28.6
20.0,19.1,12.7,322.0,11.1,9.14,9.39,18.9,15.3,56.2,92.2
35.2,175.0,32.2,965.0,23.9,8.35,25.9,5.19,8.35,11.0,14.6
23.9,22.1,18.8,319.0,10.9,27.1,41.8,13.2,19.8,17.9,54.2
79.1,14.7,23.5,276.0,1.95,2.76,9.65,4.87,3.43,18.9,29.7
21.7,843.0,82.8,474.0,8.06,16.4,30.2,6.61,1.0,23.9,31.1
36.8,33.4,2.23,302.0,19.5,18.1,28.4,12.6,39.2,21.1,75.0
27.9,200.0,16.7,1252.0,25.7,19.1,45.3,17.9,4.14,23.1,42.9
71.7,142.0,3.85,297.0,34.0,17.6,25.3,33.7,7.84,26.9,82.8
6.44,58.3,15.8,685.0,5.52,7.77,16.3,3.62,11.5,255.0,426.0
46.6,20.5,22.3,269.0,18.9,20.9,33.1,18.3,20.4,33.4,54.2
33.4,81.3,16.4,542.0,18.4,4.57,16.5,14.1,22.3,19.5,88.2
21.5,14.1,61.5,835.0,10.4,16.0,33.7,8.06,14.2,21.1,12.4
8.82,59.4,111.0,297.0,1.18,21.1,27.9,41.8,15.4,85.1,147.0
5.38,16.7,9.47,1.95,1.6,2.21,10.6,5.38,18.3,24.1,58.8
34.3,17.3,1.0,42.9,21.1,1.55,19.5,18.6,24.1,12.3,48.3
12.1,67.9,23.1,331.0,3.11,20.9,27.1,33.7,13.6,50.0,107.0
20.7,20.5,15.5,407.0,3.65,10.7,22.7,59.9,23.7,122.0,79.9
35.9,29.4,10.9,375.0,22.3,15.0,27.9,11.7,23.9,36.2,77.0
18.8,32.2,36.8,231.0,14.1,23.9,35.5,11.5,10.1,34.9,52.3
47.8,445.0,109.0,179.0,21.1,24.8,38.5,22.7,17.6,23.1,69.8
55.2,38.2,24.4,519.0,28.6,9.82,13.1,16.7,21.1,33.7,84.3
25.0,6.55,8.74,368.0,13.7,10.4,22.3,14.3,8.51,30.5,59.9
35.2,16.4,13.2,1241.0,18.4,23.5,46.6,22.9,13.6,25.9,47.0
49.1,47.8,50.9,461.0,22.1,22.3,37.5,14.2,53.3,16.5,74.3
38.2,161.0,35.5,191.0,17.6,26.2,44.1,20.9,18.9,19.3,8.28
11.4,20.5,26.9,573.0,8.9,5.19,15.7,38.5,11.1,53.8,66.1
47.8,28.1,18.4,743.0,28.4,11.3,30.0,19.3,18.6,23.1,47.0
19.5,122.0,15.0,294.0,3.82,18.1,28.4,155.0,2.44,27.4,23.5
34.0,111.0,18.6,496.0,14.2,3.11,18.8,13.5,7.37,6.38,12.3
46.6,18.9,14.2,316.0,31.1,17.5,32.5,19.6,12.6,10.5,15.8
29.4,109.0,22.3,385.0,17.2,20.2,31.9,11.7,11.4,25.3,21.1
29.4,130.0,28.6,359.0,6.21,20.0,25.7,27.1,11.5,10.2,12.7
17.2,28.1,13.5,2035.0,7.17,11.2,44.1,12.6,26.2,13.2,15.0
38.2,389.0,45.3,204.0,22.7,1.81,14.5,10.4,4.57,28.6,69.2
20.7,106.0,40.0,470.0,15.8,28.1,46.1,7.91,31.3,3.05,9.65
52.8,53.3,59.9,362.0,29.4,6.79,15.3,38.9,12.2,21.5,43.7
23.3,136.0,18.3,578.0,3.34,96.5,175.0,83.5,5.88,21.5,32.2
39.2,57.3,10.6,1611.0,15.3,16.7,46.6,23.1,11.2,12.3,37.9
27.9,11.3,28.1,1310.0,11.2,7.5,32.5,20.9,15.7,33.7,48.3
18.4,93.9,26.4,692.0,4.57,11.5,41.8,3.02,5.99,17.3,33.1
43.3,13.7,40.3,403.0,23.7,5.88,13.3,8.28,12.1,28.9,45.7
57.8,17.3,7.3,418.0,28.4,7.1,19.5,20.2,30.5,5.78,22.1
59.9,18.9,31.3,922.0,25.0,5.19,17.2,35.9,10.2,16.0,40.0
6.92,11.3,67.9,343.0,2.44,42.6,54.2,73.7,8.74,20.2,31.1
31.6,57.3,4.18,505.0,16.1,4.74,40.7,14.9,21.7,36.5,97.3
18.4,40.3,19.1,1625.0,10.7,56.2,93.9,10.3,7.57,23.9,31.9
39.6,211.0,92.2,547.0,17.5,14.1,17.5,16.7,30.8,13.9,38.2
58.3,23.3,24.1,470.0,42.6,7.04,14.9,2.97,7.91,25.7,51.4
23.5,17.2,10.6,1894.0,12.0,16.8,71.7,16.3,9.14,19.8,56.2
28.9,163.0,35.5,250.0,15.8,19.6,30.0,12.4,25.0,26.4,75.0
63.2,16.7,25.7,573.0,35.2,16.4,21.7,17.8,8.06,23.9,55.7
63.8,8.28,21.3,604.0,1.19,1.22,14.2,7.5,11.1,31.6,50.9
47.0,52.3,46.6,292.0,19.3,18.3,22.9,20.4,13.7,26.9,83.5
13.1,255.0,40.7,621.0,6.44,119.0,173.0,77.0,18.4,28.4,67.9
39.6,109.0,21.5,396.0,19.6,1.89,9.56,16.8,14.6,26.7,57.3
31.9,105.0,18.4,163.0,8.9,19.6,77.0,33.7,11.8,54.7,34.9
36.5,19.1,18.9,1252.0,18.8,30.8,61.0,25.9,16.7,24.8,66.7
34.6,110.0,38.5,685.0,18.8,10.1,30.5,22.3,21.3,45.3,39.6
27.1,25.7,39.6,319.0,10.3,5.0,16.7,5.78,7.04,27.9,47.4
64.9,38.5,7.04,19.6,32.2,6.38,29.7,51.9,14.9,22.3,40.7
41.0,29.4,9.31,316.0,15.4,17.6,17.9,146.0,15.3,25.0,52.3
50.0,172.0,21.5,372.0,1.39,21.9,28.4,6.32,10.6,15.0,18.9
21.9,11.8,8.9,784.0,3.19,21.3,37.2,65.5,20.9,23.1,41.0
34.6,33.7,20.7,267.0,12.9,18.6,35.5,13.7,22.9,33.7,47.0
16.0,18.4,33.1,407.0,9.56,27.6,30.2,9.91,9.39,19.3,33.1
11.5,150.0,40.3,331.0,3.65,16.3,33.4,83.5,8.2,15.5,20.2
47.8,20.5,16.0,284.0,27.6,21.3,25.5,30.2,24.6,32.2,75.0
18.4,27.1,15.4,302.0,3.13,11.0,19.1,71.0,9.73,10.7,25.0
24.1,112.0,32.8,528.0,2.21,16.4,27.4,69.2,14.6,13.0,5.57
19.3,91.4,17.8,552.0,6.1,2.71,16.8,6.92,14.5,9.73,21.5
38.9,15.5,9.91,313.0,23.1,21.3,34.3,16.7,17.6,22.5,53.3
18.8,196.0,69.8,947.0,4.57,18.6,49.6,133.0,20.4,26.9,59.9
25.0,26.7,49.1,478.0,10.9,17.5,33.4,5.28,9.22,23.3,54.2
19.3,33.4,16.7,359.0,3.34,25.7,34.6,97.3,15.7,38.9,90.6
29.7,349.0,130.0,359.0,11.0,13.8,22.9,114.0,44.9,30.2,73.0
31.9,82.8,17.2,271.0,13.6,21.5,21.5,14.7,24.1,14.9,38.9
25.3,53.3,53.3,325.0,19.3,25.3,44.9,9.65,27.6,12.7,21.5
27.1,21.9,14.1,375.0,12.1,24.1,31.1,7.99,26.2,46.6,64.9
28.9,40.7,16.1,264.0,15.8,21.3,39.6,11.1,15.7,18.1,27.1
26.7,14.7,18.1,349.0,10.3,28.1,32.5,9.73,6.61,27.4,57.8
27.6,26.4,59.4,813.0,12.1,45.3,72.3,10.2,35.2,13.2,39.2
22.1,6.67,45.3,461.0,15.0,13.7,30.5,48.7,15.8,24.8,40.7
23.1,196.0,20.5,365.0,17.5,6.61,13.2,20.5,8.9,17.5,31.6
73.7,89.8,35.9,698.0,40.7,6.21,24.1,45.7,27.9,39.6,88.2
7.91,101.0,26.7,552.0,2.48,38.5,70.4,89.0,17.2,53.3,99.1
77.0,28.4,4.66,588.0,29.4,29.2,55.2,200.0,21.5,18.3,91.4
24.4,117.0,16.3,223.0,5.94,27.6,40.0,103.0,12.3,28.1,50.0
22.7,37.5,18.3,23.9,2.21,2.11,14.1,80.6,22.3,30.2,47.0
14.5,11.4,10.8,193.0,3.34,11.7,34.9,77.0,15.8,22.1,53.8
31.1,88.2,37.2,557.0,16.1,9.56,22.5,18.4,16.4,17.6,32.2
37.9,15.4,8.13,392.0,22.7,15.4,34.0,17.9,14.5,44.1,66.7
36.2,64.4,20.7,382.0,22.1,19.1,29.2,17.8,12.2,14.6,40.3
44.1,15.4,55.2,1104.0,26.9,9.47,33.4,13.6,11.2,8.43,14.3
27.9,21.7,20.2,396.0,2.62,19.5,38.5,8.9,15.3,35.5,57.3
8.43,73.7,6.85,195.0,1.76,17.5,25.5,75.0,14.2,7.23,2.97
19.3,66.7,11.1,355.0,1.53,12.6,24.6,75.7,34.0,1.53,13.1
16.0,47.4,12.9,237.0,5.67,34.3,44.5,82.8,22.7,33.1,95.6
35.9,16.3,33.7,400.0,17.0,13.2,106.0,13.5,18.4,19.3,36.5
22.9,43.3,27.1,328.0,12.2,20.2,36.2,3.02,22.9,26.2,91.4
22.7,83.5,14.5,1219.0,11.9,43.7,77.7,15.8,18.3,41.4,70.4
35.9,188.0,74.3,259.0,20.9,13.2,32.2,9.14,27.1,29.4,73.7
21.7,138.0,75.0,403.0,14.6,26.4,45.7,11.9,45.7,107.0,142.0
28.9,271.0,71.0,982.0,20.7,4.41,39.2,9.65,33.7,13.3,34.0
25.0,92.2,64.4,632.0,14.5,7.99,26.9,11.8,25.5,35.2,82.8
12.9,70.4,4.07,334.0,6.04,9.22,10.5,75.7,14.1,23.9,53.8
18.9,170.0,28.4,389.0,11.2,3.75,10.6,10.9,26.7,43.3,62.6
22.3,204.0,33.7,578.0,5.62,56.2,87.4,102.0,14.3,22.7,42.6
19.3,32.2,24.1,483.0,4.18,16.7,42.9,40.3,23.7,11.7,25.9
13.2,47.4,28.4,470.0,5.28,27.4,46.1,36.2,42.2,32.2,50.5
28.1,102.0,15.4,407.0,11.2,19.5,18.1,163.0,8.28,5.38,8.66
35.2,145.0,26.2,334.0,15.7,12.7,20.7,12.0,20.9,22.1,31.9
44.1,32.5,26.9,655.0,17.9,7.43,25.9,14.7,15.7,22.5,31.9
26.4,16.0,22.5,757.0,8.35,2.81,12.3,13.0,21.7,21.7,43.3
3.82,6.21,1.0,352.0,1.0,19.6,37.9,5.14,25.9,34.9,56.2
25.3,21.7,13.9,483.0,1.55,9.56,19.1,87.4,13.5,34.9,47.8
26.4,31.6,29.4,334.0,14.2,5.52,21.9,10.3,10.0,22.3,14.3
12.1,14.5,14.1,478.0,5.09,10.3,16.8,50.5,31.3,23.5,31.6
13.9,100.0,19.8,939.0,2.09,9.65,45.7,61.0,19.6,19.1,58.8
27.4,37.9,16.3,264.0,11.0,16.3,25.0,36.8,16.0,20.2,34.0
21.5,131.0,16.4,308.0,1.63,44.9,73.7,95.6,31.6,32.8,37.9
58.3,51.4,18.6,1186.0,26.2,14.7,49.6,19.5,26.7,21.7,31.6
18.1,78.4,32.8,1114.0,6.32,17.0,57.3,101.0,42.2,50.0,102.0
35.9,65.5,37.9,264.0,18.3,47.4,66.1,5.14,28.9,14.5,25.3
49.6,276.0,76.4,403.0,27.1,45.7,65.5,21.1,29.2,44.9,14.7
16.4,18.3,14.9,1155.0,6.32,7.84,21.5,9.31,12.1,20.7,41.4
38.5,39.6,26.9,368.0,19.5,14.6,23.5,14.3,19.1,8.98,20.7
21.3,20.2,11.3,407.0,8.58,8.74,28.4,34.6,19.6,26.2,15.5
15.3,20.0,15.0,973.0,3.08,7.3,22.7,60.4,17.0,34.9,56.2
19.5,21.1,32.5,271.0,5.94,15.8,31.6,18.3,12.7,23.9,23.5
23.1,82.0,23.9,1134.0,20.2,25.3,47.4,8.9,50.5,14.1,73.7
28.1,27.4,12.5,1407.0,22.3,14.5,41.4,21.5,21.7,20.7,55.2
59.9,89.8,27.1,372.0,43.7,4.14,17.8,19.5,17.9,21.3,32.2
13.9,133.0,37.2,1358.0,2.74,59.9,110.0,98.2,20.4,38.5,65.5
31.1,66.7,27.9,414.0,16.7,12.4,20.2,11.2,17.8,47.4,28.6
91.4,23.7,4.14,7.43,1.68,4.7,18.9,3.55,20.2,16.5,28.9
34.9,300.0,42.9,284.0,19.5,16.0,27.4,20.5,13.7,15.8,25.5
26.7,82.0,24.6,426.0,16.5,7.77,16.8,6.79,17.5,25.3,37.2
25.7,300.0,40.3,626.0,7.7,29.2,52.8,189.0,2.67,28.6,79.9
24.6,202.0,24.6,379.0,12.1,20.2,30.5,16.3,1.06,15.5,43.3
9.91,20.0,11.0,453.0,4.0,10.6,21.3,54.7,23.9,20.7,36.2
21.5,22.7,14.2,362.0,4.07,10.9,39.2,136.0,18.9,40.0,77.7
25.9,35.5,10.8,337.0,12.5,9.73,11.3,8.13,37.2,24.4,89.0
13.9,124.0,24.4,284.0,3.4,13.0,20.5,1.0,9.47,26.7,114.0
21.9,8.74,14.2,362.0,5.83,17.6,31.3,34.9,5.78,22.1,63.8
82.8,100.0,26.7,519.0,30.5,15.7,73.7,19.1,23.5,11.1,37.2
35.2,11.8,20.7,422.0,24.8,6.67,14.5,6.61,24.1,44.5,75.0
